Email Subject,Email Body,Time Sent,Response Time,Level,Engagement score
Product Offering,I am following up on our last conversation. Let me know if you need anything.,2023-10-18 18:31:00,2023-10-18 23:31:00,Hot,80
Product Offering,"Hello, we would like to schedule a meeting to discuss your needs.",2023-09-12 12:27:00,2023-09-12 23:27:00,High,75
Product Offering,Attached is the monthly report. Please review it and share feedback.,2023-04-23 17:34:00,2023-04-25 14:34:00,Cold,99
Product Offering,Check out our latest product offerings that might interest you.,2023-10-13 17:43:00,2023-10-14 03:43:00,High,60
Follow Up,We would love to discuss a potential partnership. Let's connect!,2023-10-06 18:07:00,2023-10-08 09:07:00,Cold,39
Webinar Invitation,I am following up on our last conversation. Let me know if you need anything.,2023-08-26 05:35:00,2023-08-26 11:35:00,High,79
Product Offering,We would love to discuss a potential partnership. Let's connect!,2023-11-08 13:37:00,2023-11-08 20:37:00,High,68
Special Offer,Don't miss out on our special discount offers this week!,2023-04-18 13:55:00,2023-04-20 13:55:00,Cold,47
Special Offer,Join our upcoming webinar on industry trends. Register now!,2023-07-31 00:13:00,2023-07-31 01:13:00,Hot,74
Follow Up,"Hello, we would like to schedule a meeting to discuss your needs.",2023-05-18 19:30:00,2023-05-18 22:30:00,Hot,72
Project Update,Join our upcoming webinar on industry trends. Register now!,2023-01-15 16:50:00,2023-01-15 18:50:00,Hot,76
Contract Renewal,Attached is the monthly report. Please review it and share feedback.,2023-07-29 20:19:00,2023-07-29 21:19:00,Hot,87
Product Offering,Check out our latest product offerings that might interest you.,2023-09-07 14:37:00,2023-09-10 02:37:00,Cold,71
Follow Up,I am following up on our last conversation. Let me know if you need anything.,2023-07-10 03:30:00,2023-07-13 03:30:00,Cold,50
Meeting Request,We would appreciate your feedback on our recent collaboration.,2023-10-03 20:10:00,2023-10-05 01:10:00,Cold,31
Monthly Report,We would appreciate your feedback on our recent collaboration.,2023-05-21 16:23:00,2023-05-21 17:23:00,Hot,89
Feedback Request,Check out our latest product offerings that might interest you.,2023-03-19 07:25:00,2023-03-20 21:25:00,Cold,75
Special Offer,I am following up on our last conversation. Let me know if you need anything.,2023-12-17 15:47:00,2023-12-18 00:47:00,High,78
Project Update,Here is an update on the project progress. Let us know your thoughts.,2023-03-25 10:00:00,2023-03-27 12:00:00,Cold,10
Project Update,I am following up on our last conversation. Let me know if you need anything.,2023-06-19 15:17:00,2023-06-20 02:17:00,High,91
Webinar Invitation,Attached is the monthly report. Please review it and share feedback.,2023-06-03 05:54:00,2023-06-03 13:54:00,High,92
Product Offering,Here is an update on the project progress. Let us know your thoughts.,2023-02-10 07:27:00,2023-02-10 19:27:00,High,71
Project Update,I am following up on our last conversation. Let me know if you need anything.,2023-06-21 06:02:00,2023-06-24 02:02:00,Cold,52
Project Update,Here is an update on the project progress. Let us know your thoughts.,2023-01-17 02:49:00,2023-01-19 10:49:00,Cold,66
Meeting Request,Your contract renewal is coming up. Let's schedule a discussion.,2023-04-08 02:05:00,2023-04-10 09:05:00,Cold,27
Feedback Request,We would appreciate your feedback on our recent collaboration.,2023-06-25 21:23:00,2023-06-28 16:23:00,Cold,95
Special Offer,We would appreciate your feedback on our recent collaboration.,2023-03-25 17:54:00,2023-03-26 03:54:00,High,61
Feedback Request,"Hello, we would like to schedule a meeting to discuss your needs.",2023-11-27 07:23:00,2023-11-29 19:23:00,Cold,86
Project Update,We would appreciate your feedback on our recent collaboration.,2023-08-24 05:13:00,2023-08-24 13:13:00,High,85
Follow Up,We would appreciate your feedback on our recent collaboration.,2023-05-29 13:22:00,2023-05-31 07:22:00,Cold,82
Partnership Proposal,I am following up on our last conversation. Let me know if you need anything.,2023-02-05 14:37:00,2023-02-05 23:37:00,High,73
Feedback Request,Join our upcoming webinar on industry trends. Register now!,2023-10-11 23:42:00,2023-10-12 01:42:00,Hot,73
Webinar Invitation,We would appreciate your feedback on our recent collaboration.,2023-03-06 15:29:00,2023-03-08 17:29:00,Cold,67
Webinar Invitation,I am following up on our last conversation. Let me know if you need anything.,2023-01-12 17:28:00,2023-01-13 03:28:00,High,65
Monthly Report,Check out our latest product offerings that might interest you.,2023-09-20 05:05:00,2023-09-20 15:05:00,High,66
Contract Renewal,Here is an update on the project progress. Let us know your thoughts.,2023-01-12 04:47:00,2023-01-12 08:47:00,Hot,75
Special Offer,We would appreciate your feedback on our recent collaboration.,2023-11-12 16:36:00,2023-11-12 20:36:00,Hot,67
Product Offering,Here is an update on the project progress. Let us know your thoughts.,2023-05-15 08:57:00,2023-05-17 08:57:00,Cold,21
Product Offering,We would love to discuss a potential partnership. Let's connect!,2023-06-26 00:23:00,2023-06-26 04:23:00,Hot,91
Follow Up,We would appreciate your feedback on our recent collaboration.,2023-06-01 17:06:00,2023-06-02 05:06:00,High,89
Product Offering,Your contract renewal is coming up. Let's schedule a discussion.,2023-04-05 02:44:00,2023-04-05 06:44:00,Hot,75
Follow Up,We would appreciate your feedback on our recent collaboration.,2023-12-06 09:23:00,2023-12-08 18:23:00,Cold,31
Monthly Report,We would appreciate your feedback on our recent collaboration.,2023-12-21 12:00:00,2023-12-21 17:00:00,Hot,99
Follow Up,Your contract renewal is coming up. Let's schedule a discussion.,2023-10-27 20:27:00,2023-10-29 09:27:00,Cold,71
Monthly Report,"Hello, we would like to schedule a meeting to discuss your needs.",2023-02-28 15:32:00,2023-02-28 23:32:00,High,78
Feedback Request,We would love to discuss a potential partnership. Let's connect!,2023-01-11 07:41:00,2023-01-11 18:41:00,High,74
Webinar Invitation,Don't miss out on our special discount offers this week!,2023-08-23 21:54:00,2023-08-24 05:54:00,High,67
Project Update,Your contract renewal is coming up. Let's schedule a discussion.,2023-04-24 06:47:00,2023-04-24 18:47:00,High,83
Meeting Request,Don't miss out on our special discount offers this week!,2023-11-29 09:11:00,2023-11-29 14:11:00,Hot,69
Meeting Request,Your contract renewal is coming up. Let's schedule a discussion.,2023-11-04 23:56:00,2023-11-05 02:56:00,Hot,90
Contract Renewal,"Hello, we would like to schedule a meeting to discuss your needs.",2023-09-04 22:28:00,2023-09-05 00:28:00,Hot,98
Feedback Request,Your contract renewal is coming up. Let's schedule a discussion.,2023-02-05 13:38:00,2023-02-06 00:38:00,High,83
Monthly Report,Check out our latest product offerings that might interest you.,2023-08-13 07:54:00,2023-08-15 12:54:00,Cold,81
Product Offering,We would appreciate your feedback on our recent collaboration.,2023-11-11 19:44:00,2023-11-12 01:44:00,High,68
Feedback Request,Check out our latest product offerings that might interest you.,2023-07-30 02:25:00,2023-07-31 04:25:00,Cold,49
Follow Up,I am following up on our last conversation. Let me know if you need anything.,2023-06-27 02:49:00,2023-06-27 04:49:00,Hot,92
Product Offering,Don't miss out on our special discount offers this week!,2023-01-23 12:48:00,2023-01-23 16:48:00,Hot,74
Project Update,Your contract renewal is coming up. Let's schedule a discussion.,2023-11-23 16:19:00,2023-11-24 04:19:00,High,68
Project Update,"Hello, we would like to schedule a meeting to discuss your needs.",2023-10-30 12:51:00,2023-10-31 18:51:00,Cold,81
Feedback Request,Don't miss out on our special discount offers this week!,2023-12-13 23:15:00,2023-12-14 06:15:00,High,76
Partnership Proposal,We would love to discuss a potential partnership. Let's connect!,2023-05-09 10:40:00,2023-05-09 16:40:00,High,89
Project Update,Your contract renewal is coming up. Let's schedule a discussion.,2023-11-07 09:15:00,2023-11-09 08:15:00,Cold,12
Webinar Invitation,Attached is the monthly report. Please review it and share feedback.,2023-09-17 05:58:00,2023-09-17 09:58:00,Hot,75
Product Offering,Check out our latest product offerings that might interest you.,2023-04-27 04:40:00,2023-04-27 07:40:00,Hot,66
Special Offer,Here is an update on the project progress. Let us know your thoughts.,2023-07-10 16:30:00,2023-07-13 05:30:00,Cold,41
Contract Renewal,I am following up on our last conversation. Let me know if you need anything.,2023-08-10 13:03:00,2023-08-10 16:03:00,Hot,96
Follow Up,Don't miss out on our special discount offers this week!,2023-05-01 20:13:00,2023-05-04 13:13:00,Cold,53
Product Offering,Your contract renewal is coming up. Let's schedule a discussion.,2023-04-13 08:17:00,2023-04-13 15:17:00,High,62
Partnership Proposal,Your contract renewal is coming up. Let's schedule a discussion.,2023-06-20 13:11:00,2023-06-21 00:11:00,High,62
Partnership Proposal,I am following up on our last conversation. Let me know if you need anything.,2023-12-01 16:57:00,2023-12-02 04:57:00,High,65
Partnership Proposal,Attached is the monthly report. Please review it and share feedback.,2023-07-23 04:07:00,2023-07-25 00:07:00,Cold,100
Special Offer,Join our upcoming webinar on industry trends. Register now!,2023-12-23 04:38:00,2023-12-26 04:38:00,Cold,37
Webinar Invitation,I am following up on our last conversation. Let me know if you need anything.,2023-08-20 23:54:00,2023-08-21 07:54:00,High,73
Follow Up,"Hello, we would like to schedule a meeting to discuss your needs.",2023-06-19 20:27:00,2023-06-20 00:27:00,Hot,90
Monthly Report,Don't miss out on our special discount offers this week!,2023-03-27 17:28:00,2023-03-28 01:28:00,High,76
Webinar Invitation,We would love to discuss a potential partnership. Let's connect!,2023-06-26 22:21:00,2023-06-27 00:21:00,Hot,83
Contract Renewal,Here is an update on the project progress. Let us know your thoughts.,2023-09-23 00:05:00,2023-09-23 12:05:00,High,94
Webinar Invitation,Your contract renewal is coming up. Let's schedule a discussion.,2023-11-12 16:24:00,2023-11-15 14:24:00,Cold,61
Follow Up,Don't miss out on our special discount offers this week!,2023-04-05 15:02:00,2023-04-07 11:02:00,Cold,43
Webinar Invitation,Don't miss out on our special discount offers this week!,2023-06-21 18:47:00,2023-06-22 22:47:00,Cold,54
Partnership Proposal,Attached is the monthly report. Please review it and share feedback.,2023-11-04 04:36:00,2023-11-06 21:36:00,Cold,80
Product Offering,"Hello, we would like to schedule a meeting to discuss your needs.",2023-05-25 16:00:00,2023-05-27 13:00:00,Cold,1
Product Offering,Here is an update on the project progress. Let us know your thoughts.,2023-07-28 11:13:00,2023-07-28 15:13:00,Hot,97
Meeting Request,We would appreciate your feedback on our recent collaboration.,2023-11-13 18:03:00,2023-11-14 03:03:00,High,60
Webinar Invitation,Attached is the monthly report. Please review it and share feedback.,2023-01-30 03:52:00,2023-01-30 12:52:00,High,71
Monthly Report,I am following up on our last conversation. Let me know if you need anything.,2023-12-08 07:14:00,2023-12-08 08:14:00,Hot,100
Product Offering,We would love to discuss a potential partnership. Let's connect!,2023-07-13 06:57:00,2023-07-15 01:57:00,Cold,79
Project Update,Attached is the monthly report. Please review it and share feedback.,2023-03-13 10:31:00,2023-03-15 00:31:00,Cold,55
Contract Renewal,We would appreciate your feedback on our recent collaboration.,2023-11-08 13:03:00,2023-11-08 15:03:00,Hot,78
Product Offering,Don't miss out on our special discount offers this week!,2023-04-22 00:23:00,2023-04-22 09:23:00,High,73
Follow Up,Attached is the monthly report. Please review it and share feedback.,2023-11-02 23:18:00,2023-11-03 09:18:00,High,68
Monthly Report,I am following up on our last conversation. Let me know if you need anything.,2023-01-23 08:11:00,2023-01-25 18:11:00,Cold,6
Follow Up,"Hello, we would like to schedule a meeting to discuss your needs.",2023-05-06 13:53:00,2023-05-06 19:53:00,High,90
Special Offer,Check out our latest product offerings that might interest you.,2023-08-06 15:48:00,2023-08-07 19:48:00,Cold,98
Product Offering,Here is an update on the project progress. Let us know your thoughts.,2023-04-05 16:43:00,2023-04-07 09:43:00,Cold,13
Partnership Proposal,Join our upcoming webinar on industry trends. Register now!,2023-11-17 05:28:00,2023-11-17 15:28:00,High,92
Feedback Request,Attached is the monthly report. Please review it and share feedback.,2023-04-12 08:13:00,2023-04-14 02:13:00,Cold,40
Feedback Request,I am following up on our last conversation. Let me know if you need anything.,2023-09-28 19:30:00,2023-09-29 06:30:00,High,62
Meeting Request,Attached is the monthly report. Please review it and share feedback.,2023-12-09 20:37:00,2023-12-09 21:37:00,Hot,88
Project Update,Your contract renewal is coming up. Let's schedule a discussion.,2023-08-22 02:24:00,2023-08-22 14:24:00,High,88
Project Update,Attached is the monthly report. Please review it and share feedback.,2023-10-05 16:54:00,2023-10-05 17:54:00,Hot,63
Product Offering,I am following up on our last conversation. Let me know if you need anything.,2023-06-29 18:26:00,2023-07-02 16:26:00,Cold,58
Monthly Report,Check out our latest product offerings that might interest you.,2023-07-15 15:27:00,2023-07-15 16:27:00,Hot,75
Feedback Request,I am following up on our last conversation. Let me know if you need anything.,2023-01-27 16:14:00,2023-01-27 17:14:00,Hot,60
Contract Renewal,We would love to discuss a potential partnership. Let's connect!,2023-05-22 04:30:00,2023-05-22 16:30:00,High,69
Partnership Proposal,We would appreciate your feedback on our recent collaboration.,2023-10-28 15:42:00,2023-10-28 21:42:00,High,84
Webinar Invitation,Here is an update on the project progress. Let us know your thoughts.,2023-10-08 14:06:00,2023-10-10 02:06:00,Cold,14
Contract Renewal,We would appreciate your feedback on our recent collaboration.,2023-09-12 03:26:00,2023-09-14 11:26:00,Cold,77
Follow Up,Here is an update on the project progress. Let us know your thoughts.,2023-03-02 03:44:00,2023-03-02 12:44:00,High,81
Product Offering,Your contract renewal is coming up. Let's schedule a discussion.,2023-09-20 04:48:00,2023-09-21 19:48:00,Cold,77
Webinar Invitation,"Hello, we would like to schedule a meeting to discuss your needs.",2023-10-05 16:14:00,2023-10-05 23:14:00,High,62
Project Update,Check out our latest product offerings that might interest you.,2023-02-02 15:51:00,2023-02-02 17:51:00,Hot,87
Partnership Proposal,Check out our latest product offerings that might interest you.,2023-02-04 01:44:00,2023-02-04 09:44:00,High,85
